,meanRT,MeanNRT,percRT,percNRT
0,2.70358342391298,6.646470229007455,8.083944999999765,21.49899999999957
1,2.742396354166663,9.200145217391352,7.258630000000037,33.160749999998444
2,2.6916916449086767,9.639361344538615,7.645979999999872,34.739669999999926
3,2.6271246498598573,7.335582394366252,7.023680000000601,23.261710000004484
4,2.7606724598931067,9.02591349206738,8.416590000000259,26.10675000000083
5,2.5764579088474675,10.802132812502109,7.579520000000768,36.412350000003784
6,3.005085950413293,7.875065441174149,9.236769999999884,22.030124999988402
7,2.65487901907338,8.451148872172643,7.438849999998272,22.83401999999912
8,3.074971693121673,9.9453170731674,9.332069999999467,24.40411999999705
9,2.638871808510643,8.235616129030625,7.786949999999706,22.681089999980017
10,3.011209831460537,8.777900699303647,8.578799999999319,25.462509999999753
11,2.7272752688174173,8.52357364341701,7.238335000000005,21.876560000015886
12,2.6362482479783385,9.048596124043382,7.473999999998341,28.93840000004565
13,2.849954469273682,10.656100704241831,8.396979999997711,35.817580000040095
14,2.924018904110034,9.473484444456052,9.601440000001457,27.24525999999605
15,2.7141943396224786,7.180616279076374,6.954249999998865,24.773719999995933
16,2.8069956521741086,7.994775757570316,7.949960000001738,21.49211500000092
17,2.8774049450549373,9.816217777776128,7.831774999994728,29.51844999998866
18,2.8690801546396596,9.898620353988733,8.37841000000517,29.029280000021387
19,2.943415284974289,7.651888596498458,8.921475000006467,23.62124000000329
20,2.5046069892472276,10.974143750002952,7.623665000000983,29.48252499999505
21,2.584950652741527,7.018104273492247,8.527289999991623,20.28169999998353
22,2.6483337142857533,9.236161999976515,7.919609999999739,28.369064999919274
23,2.922555191256714,8.133462121180415,8.4971000000005,23.583659999999504
24,3.0416276139402174,11.074742635615015,9.050439999991795,39.88349999993514
25,3.0475161202182175,10.18313082700632,9.928675000006479,33.736779999829
26,2.7061523160761114,8.950109701409806,7.967109999986131,25.326360000008563
27,2.4702895184135905,7.335196598546998,6.5922600000019855,19.39294999990961
28,2.62293242506821,8.513527067592504,7.241120000004594,26.2131199999887
29,3.0894804627251595,9.739511711623358,9.923299999994912,33.38294999999198
30,2.8190238605905775,10.77773464559009,7.781919999999797,33.53932999991373
31,2.7383385224269454,8.637738016378572,7.197749999989171,23.632100000002538
32,2.670740053049719,7.192398346936492,8.10638000000035,21.27029999998922
33,3.174977894736711,9.540781967064817,9.99086000000316,36.21838499997319
34,2.9974051912572355,8.163405970007954,9.27585000000181,20.63646499960522
35,2.8977825966847286,9.041343478104217,8.332460000004358,25.079914999920582
36,2.7228566489360904,8.390564515976768,7.208374999998341,23.680834999480428
37,2.889307731958754,10.745507079532548,8.182500000001886,35.28040000000037
38,2.432495628415128,9.55231578934785,7.552675000006275,32.127999999443986
39,2.477174712644573,9.498221710286376,6.39886000000115,25.43127499959155
40,2.8399204359665338,9.348694696844067,7.864659999993455,25.07033999999475
41,2.8498673796783938,8.093114843505077,8.815439999994123,24.167699999197772
42,2.6308642666673987,7.021495967575902,7.615290000005917,18.911609999890786
43,2.7981373655908413,8.695501574580044,8.496125000010215,26.39139999999893
44,2.3794725888318897,8.718226851667875,6.4486850000066545,27.280724999991023
45,2.7278677506776474,7.289133845822317,9.116099999996363,23.050025000001916
46,2.6352986111106373,9.03539285690349,7.461685000011496,31.722984999998875
47,3.0429620218589357,11.490946666421411,8.954799999995885,39.84183999917586
48,2.815548732394105,8.16577083313051,9.161479999999578,26.116124999289607
49,2.765341477272324,8.598641891716005,8.677535000014172,25.41506499976532
