,meanRT,MeanNRT,percRT,percNRT
0,2.809929577464742,6.680125675676455,8.389675000000352,22.03284500000117
1,2.9389258823530007,6.901410810812957,8.815900000001236,19.83159000000032
2,2.9300548387096685,8.412019402988268,8.820094999999219,29.156489999999938
3,2.5573931873478677,7.347603370787193,7.783549999999195,17.989899999999395
4,2.9343137299771653,9.550469354842114,8.888340000000605,23.92055499999751
5,2.4697806526807944,5.448987500001042,6.960080000000735,14.859445000000964
6,3.134583990719438,7.341702898545549,9.39364999999816,23.48573999998116
7,2.672143619489429,7.208945588228369,7.397949999998673,23.07326999998204
8,2.9633840646649507,8.429454411772413,8.939220000000198,24.789410000009774
9,2.510647380952356,7.394566250005118,7.230229999997209,21.514045000007172
10,3.1601254716978353,6.468942105268549,10.076354999997047,17.969674999993003
11,2.6816521028037563,6.212363888890549,7.77781000000068,17.111495000003565
12,2.8869709976801556,5.789684057981029,8.621400000003632,18.103280000027723
13,3.111168160377534,8.913401333357518,9.420095000002021,26.70573000006987
14,2.6118225728156723,9.338588764092963,7.440884999999252,27.892800000126588
15,2.6547227272726492,7.0422121951659635,6.921084999996308,23.93365000000304
16,2.4786368298370873,7.892849295833976,7.011339999998744,19.592350000071747
17,3.1724317129626427,8.782277272795579,9.28802499999474,23.5730750001876
18,3.0543197647065803,10.589016883173283,9.168159999999624,30.963580000150266
19,2.575792198581669,8.218048051982557,7.527300000005922,20.811140000005256
20,2.89366697674427,7.304491428583944,9.835860000001398,22.266015000063625
21,2.513377958236115,6.103692753633368,7.52405000001454,19.790839999983994
22,2.87105277108403,8.497958823594587,8.315529999992572,24.807800000184212
23,2.7808627586214314,6.963315625039513,8.637640000002278,18.647770000102156
24,3.0746008948546613,8.46024259263477,9.242000000005643,24.613070000009568
25,2.9373468446605844,5.89434367816443,10.165804999995451,17.74018000001379
26,2.588975114154875,6.283936507915819,7.458575000000561,15.135450000003038
27,2.644094339623031,6.971999999996236,7.828200000002107,19.935049999986948
28,2.779434642032344,5.527170588238839,8.386200000002278,17.766164999985627
29,2.8747868421054434,9.44190000002283,9.384335000002455,27.194435000004166
30,2.6483405275779206,8.04671707320316,7.793039999998291,22.414855000001992
31,2.692427314814739,6.624179710144138,7.196909999997296,23.352479999969358
32,2.6141128329289276,7.812880459755569,7.247359999999753,22.313649999974587
33,3.24798904109669,9.376659677387403,12.829784999995898,26.547354999990784
34,3.0759458628840686,6.898988311586247,8.719999999990977,19.843799999731715
35,2.736325458715253,7.506468749959367,7.647000000011758,23.042010000009757
36,2.7007526932087598,10.123579729697864,7.184610000002431,29.569279999935677
37,2.802209259259177,7.979816176349713,8.065670000002857,20.750644999902576
38,2.2596705445540994,7.65109368415387,7.32214500000191,22.12067999998544
39,2.698140140846018,7.44490405394105,7.5800750000125845,21.831179999563005
40,3.0780385150803737,5.5803642856306395,9.013500000000931,15.796019999782583
41,2.8519256038642653,7.28119534875204,8.835140000002138,22.046550000013667
42,2.646091346153403,9.253940963766997,7.501574999998411,31.052929999705512
43,2.7741182254193513,9.046843373496156,8.769440000009489,27.529950000124508
44,2.427512500000935,6.374577647097313,6.553625000000466,19.10852000004379
45,2.604206603772942,7.160460526368345,8.331609999993809,21.782375000067987
46,2.6063565517237794,8.994135937602096,8.602239999995792,28.240499999985325
47,3.0570626190472727,7.954461728516581,8.819455000027663,22.29110000000219
48,2.540022799095786,6.247650877387251,7.457159999985014,19.073080000141616
49,2.500249645388856,6.603449350764201,7.0571100000117415,17.30042000054964
