,meanRT,MeanNRT,percRT,percNRT
0,2.9058065822784416,7.942742056076683,8.737920000000303,18.241070000010946
1,2.7631315104166774,7.165546491228979,8.551610000000025,17.328420000002275
2,2.866772193877639,10.864912727279775,10.490615000000252,32.1837100000167
3,2.5999049608354197,7.357565811970566,7.854970000000312,23.159379999999864
4,3.1364446969698956,11.159848076935514,9.660875000000942,39.74823999999953
5,2.574115641025781,6.914249090916565,7.835815000000683,19.948470000014456
6,2.9059344059407506,8.299523958336673,8.609164999999118,22.177350000018123
7,2.636295012468824,7.02066868686072,8.072799999998097,20.608249999975303
8,2.7585075880759073,9.382545384610394,8.184240000000134,31.16280500000066
9,2.5441469696970302,7.830185714276151,7.001774999999725,25.967320000004833
10,2.6518335802467194,8.86778229166695,8.102779999996702,23.15567500000816
11,2.636900751879691,9.13720999999714,7.962220000003433,22.436424999972946
12,2.8192214814817604,7.313685416667795,7.695700000008218,20.117225000012695
13,3.135246736292317,8.437984615396502,10.279979999999332,23.02488000001467
14,2.7901381067964146,8.206705747129584,9.031494999999993,27.197070000004178
15,2.481973684210243,7.586150833334129,6.775134999998409,21.832529999994946
16,2.6892257731960103,7.2965486725792035,7.0375999999982,24.882680000040228
17,3.1681631168825497,10.902077193007898,9.135499999998133,37.36866999999764
18,2.845961953727993,9.572090178601554,8.825879999999582,29.035605000079144
19,2.7585935400514385,8.580614159320506,8.316339999994668,23.63136000008086
20,2.6455289817234284,7.75700258621271,8.220470000002384,24.505650000002788
21,2.741395103092989,7.970649107126974,8.314860000001495,29.40144999995608
22,3.12740878552946,7.905007894719076,9.105809999988558,21.256154999998756
23,3.267736340207831,9.256736035970551,10.060695000002283,25.49009999986447
24,2.799948614609345,6.507654807617235,7.9959000000031635,17.59311499962641
25,3.2002311720691496,7.205260204021642,11.390599999969709,26.851209999969427
26,2.6026116751268393,6.928821495268766,7.886704999987699,22.445899999998794
27,2.608157946210243,8.276961797623525,7.141019999992568,20.794219999728362
28,2.727966402116099,8.74868306443175,8.277535000001807,24.631444999993978
29,2.6202869674185116,9.950151485037537,7.38192000000272,26.627499999987776
30,2.860647883598402,9.71557685935546,7.4577150000040975,25.11689999952796
31,2.791090703517141,6.819171844476391,7.291940000002794,17.61154999994758
32,2.5091264935057267,9.856343478159143,7.2511199999979,35.67069000001647
33,2.907692689294223,8.317822222062336,8.788809999996733,25.539239999465632
34,3.088160732984942,9.541191525332595,9.520525000016642,29.407365000023834
35,2.993802469134989,9.431929473521334,8.28962000000465,26.38560000000433
36,2.643960154241781,8.325124324175901,7.166319999998086,28.795349999716564
37,2.98693308270642,8.671668316690035,8.561279999988612,22.42059999999765
38,2.3393500000000893,7.032635245800685,8.086084999993908,21.74099499940785
39,2.6957128534709542,7.401550908915339,7.899620000008136,18.9838549993663
40,3.165372405062751,10.17859622618809,10.004469999998376,37.30872499943143
41,2.853975703324112,10.11558990814048,8.765950000000885,35.14929999999874
42,2.5935946835451054,11.16212571412034,7.604070000009958,35.85305999952542
43,2.68982575757591,11.879590290940612,9.012599999998201,37.60765999924333
44,2.7282083989496466,7.658194999786792,8.505300000004354,24.386529999227786
45,2.661697953964857,7.6746889906135705,7.695599999999104,25.014159999566612
46,2.637998982187424,9.64511401851952,8.797199999992154,36.11900999999487
47,2.7989419525056722,10.22614297493407,7.850529999984424,38.96530000001076
48,2.4892417266174154,6.385712048020607,7.3802200000034635,22.424839999928345
49,2.6258913513506617,8.993159230540803,6.979470000011499,26.181289999456204
